Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
211BBAA03870,Indali Grewal,Caleb Karpe,Lopa Parekh,user3870_eganesh@example.org,5788890799,1999-04-08,Male,396453991565,2014,Master of Technology,CEO / Executive,Jain PLC,CEO / Executive,Not Applicable,"Financial Modeling, Wet-Lab Techniques, SQL",Great research facility with lots of opportunities.,https://linkedin.com/in/user_0411749,27,,
222MCS03871,Nilima Golla,Aarav Mander,Bishakha Naik,user3871_eeshasaraf@example.net,9678943457,1996-01-04,Male,646713146659,2020,Master of Technology,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Marketing, Agile Methodologies, Quality Assurance",Good curriculum but could be more modern.,https://linkedin.com/in/user_5130083,30,,
232CHBT03872,Rushil Pingle,William Wagle,Bhanumati Lanka,user3872_ekta55@example.com,5485812104,1991-08-02,Male,257119125328,2021,Master of Science,Internship,Pingle LLC,"Surveyor, building control",Not Applicable,"Agile Methodologies, Wet-Lab Techniques, Graphic Design",Outstanding infrastructure and very supportive staff.,https://linkedin.com/in/user_4906965,35,,
231MST03873,Henry Ghose,Rohan Sinha,Chakrika Hari,user3873_knayar@example.net,9853754282,1994-12-25,Male,288235689434,2023,Master of Technology,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Mukherjee and Sons University,"Power BI, Cybersecurity, Data Analysis",Decent faculty support overall a wonderful journey.,https://linkedin.com/in/user_6935289,32,,
212CST03874,Arya Agarwal,Maanav Kannan,Dayita Mall,user3874_avibhagat@example.com,7795510116,1992-07-29,Other,813617743514,2016,Master of Computer Applications,Remote Worker,"Chakraborty, Ratta and Kata",Television/film/video producer,Not Applicable,"Cybersecurity, Sales, Marketing",Thorough academic environment making it worth the time.,https://linkedin.com/in/user_1971940,34,,
231PM03875,Laban Swaminathan,Caleb Iyengar,Ekani Brahmbhatt,user3875_bhavini09@example.net,7579727915,1990-05-16,Other,851852924822,2023,Master of Technology,Teaching Assistant,Bhargava-Sachar,"Secretary, company",Not Applicable,"Java, Blockchain, Sales",Thorough research facility - highly recommended!,https://linkedin.com/in/user_4181810,36,,
222EPY03876,Quincy Bhargava,Noah Bobal,Kavya Bassi,user3876_boradevansh@example.com,6747465761,1998-09-10,Female,743283114782,2014,Bachelor of Science,CEO / Executive,"Bal, Seshadri and Deol",CEO / Executive,Not Applicable,"Graphic Design, Blockchain, Data Analysis",Excellent research facility which helped my career immensely.,https://linkedin.com/in/user_3464362,28,,
211BCOMC03877,Neha Oommen,Farhan Boase,Vanya Chaudhry,user3877_anirudh15@example.com,4593345732,1996-06-25,Female,637988913895,2024,Master of Business Administration,Remote Worker,Khosla-Baral,"Scientist, biomedical",Not Applicable,"Agile Methodologies, Sales, Graphic Design",Good academic environment overall a wonderful journey.,https://linkedin.com/in/user_4139487,30,,
231BBAB03878,Tanish Narain,Ishaan Kashyap,Bhavika Gala,user3878_ikonda@example.com,6320431590,1991-02-05,Female,285986085338,2014,Bachelor of Commerce,Remote Worker,Chakraborty Ltd,"Scientist, audiological",Not Applicable,"Cybersecurity, Wet-Lab Techniques, Cloud Computing",Thorough infrastructure and very supportive staff.,https://linkedin.com/in/user_8011869,35,,
232MST03879,Irya Comar,Kabir Chauhan,Ishita Anne,user3879_brijeshchaudhary@example.com,9952743251,2003-10-01,Female,401530131771,2021,Master of Computer Applications,Self-Employed,Self,Self-Employed,Not Applicable,"Financial Modeling, Digital Marketing, Graphic Design",Incredible placement record but could be more modern.,https://linkedin.com/in/user_2611514,23,,
232CHZ03880,Nachiket Atwal,Bachittar Arya,Forum Sengupta,user3880_nikitadeo@example.org,9693175273,1991-09-10,Female,250754330324,2014,Bachelor of Fine Arts,Teaching Assistant,Ramaswamy-Tailor,Chief Technology Officer,Not Applicable,"Digital Marketing, Marketing, Java",Good learning experience with lots of opportunities.,https://linkedin.com/in/user_3928036,35,,
212ELCS03881,Bhavna Johal,Aarush Shukla,Yochana Hora,user3881_sneha20@example.org,0539569464,1991-06-07,Male,091711680019,2014,Bachelor of Technology,Startup Founder,Nigam-Dash,Startup Founder,Not Applicable,"Java, Digital Marketing, Machine Learning",Thorough hands-on training but could be more modern.,https://linkedin.com/in/user_2883489,35,,
211VC03882,Gaurika Bail,Abdul Butala,Vedika Ray,user3882_ekavir09@example.org,5398036238,1991-01-16,Male,302365230945,2021,Master of Technology,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Java, C++, Financial Modeling",Thorough curriculum with excellent industry exposure.,https://linkedin.com/in/user_1402257,35,,
222PM03883,Rachit Biswas,Arjun Sharaf,Ojasvi Bhatt,user3883_datefariq@example.org,7575241857,1992-06-25,Female,933200820805,2013,Bachelor of Design,Career Break,Not Applicable,Not Applicable,Not Applicable,"Python, Organic Synthesis, Data Analysis",Decent faculty support though it was quite rigorous.,https://linkedin.com/in/user_6293999,34,,
211IFA03884,Vivaan Rajagopal,Tanish Seshadri,Ekantika Modi,user3884_mohammedchaudhari@example.org,4258667007,1994-07-13,Female,631334356390,2019,Bachelor of Arts,Internship,"Chada, Luthra and Borde",Intelligence analyst,Not Applicable,"Machine Learning, Marketing, Data Analysis",Decent placement record though it was quite rigorous.,https://linkedin.com/in/user_7880930,32,,
222BCOMC03885,Rishi Seth,Alexander Puri,Amruta Krishna,user3885_aadhya63@example.net,8703741828,1995-10-08,Other,328177848115,2013,Bachelor of Arts,Apprenticeship,"Bhandari, Chaudhary and Behl",Materials engineer,Not Applicable,"Data Analysis, Machine Learning, Agile Methodologies",Great hands-on training with excellent industry exposure.,https://linkedin.com/in/user_8883638,31,,
221CHBT03886,Faraj Gade,Teerth Sabharwal,Tanmayi Kulkarni,user3886_fbadal@example.com,6751264593,2000-07-06,Other,717606202067,2013,Bachelor of Technology,Career Break,Not Applicable,Not Applicable,Not Applicable,"Blockchain, Quality Assurance, Graphic Design",Thorough placement record but could be more modern.,https://linkedin.com/in/user_5568131,26,,
222BBASF03887,Anusha Mand,Darpan Seshadri,Amara Radhakrishnan,user3887_kondaaarini@example.org,7777384671,1995-02-24,Other,552637953424,2025,Bachelor of Technology,Remote Worker,"Padmanabhan, Loyal and Chanda",Cabin crew,Not Applicable,"Cybersecurity, Quality Assurance, Organic Synthesis",Great learning experience with excellent industry exposure.,https://linkedin.com/in/user_4166255,31,,
231HPS03888,Dev D’Alia,Tanish Wable,Rachana Dewan,user3888_surianirudh@example.org,8296979560,2000-09-22,Male,406550365739,2017,Bachelor of Commerce,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Financial Modeling, Organic Synthesis, Sales",Excellent peer group with excellent industry exposure.,https://linkedin.com/in/user_0608722,26,,
211EPY03889,Girik Toor,Gabriel Nazareth,Falak Walia,user3889_zehaan04@example.org,8767060231,2004-03-02,Other,345053057135,2014,Master of Business Administration,CEO / Executive,"Modi, Chakraborty and Chatterjee",CEO / Executive,Not Applicable,"Spectroscopic Analysis, SQL, Sales",Great academic environment with excellent industry exposure.,https://linkedin.com/in/user_2139329,22,,
222BBAA03890,Vihaan Arora,Theodore Tata,Gautami Mohanty,user3890_omishasarkar@example.com,2189224509,2000-09-29,Female,711977059578,2019,Bachelor of Engineering,CEO / Executive,Setty-Banik,CEO / Executive,Not Applicable,"SQL, Cloud Computing, Project Management",Highly engaging curriculum and a great place to grow.,https://linkedin.com/in/user_4614172,26,,
231BCAA03891,Chameli Khalsa,Jeet Thaman,Ucchal Bhakta,user3891_labansaini@example.net,9440021742,1994-04-23,Other,663256377028,2020,Master of Arts,CEO / Executive,Kanda Ltd,CEO / Executive,Not Applicable,"Power BI, Quality Assurance, Cybersecurity",Fantastic hands-on training overall a wonderful journey.,https://linkedin.com/in/user_4893795,32,,
231BPS03892,Ishita Srinivas,Samar Kalita,Chasmum Soman,user3892_priyadoshi@example.org,9124782348,1991-12-13,Male,586476549033,2022,Bachelor of Business Administration,Career Break,Not Applicable,Not Applicable,Not Applicable,"Digital Marketing, Project Management, Marketing",Outstanding research facility overall a wonderful journey.,https://linkedin.com/in/user_1904776,35,,
222PSCE03893,Aishani Kakar,Saksham Ramachandran,Lakshmi Deshmukh,user3893_imurty@example.net,9977878729,1997-12-08,Other,733470374262,2022,Master of Computer Applications,Internship,Doshi Inc,"Administrator, arts",Not Applicable,"Marketing, Blockchain, Graphic Design",Amazing curriculum making it worth the time.,https://linkedin.com/in/user_6241714,29,,
221ELCS03894,Kavya Madan,Aarush Sant,Garima Narain,user3894_khalsaanirudh@example.org,0805206688,1999-08-30,Other,545348280151,2014,Bachelor of Social Work,Remote Worker,Parsa-Gandhi,"Programmer, applications",Not Applicable,"Machine Learning, Spectroscopic Analysis, Digital Marketing",Amazing curriculum and a great place to grow.,https://linkedin.com/in/user_9690074,27,,
222IFA03895,Utkarsh Choudhury,Jeremiah Bali,Prisha Sur,user3895_tristan70@example.org,8512093630,1990-03-06,Female,391179453437,2020,Master of Science,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Ratti-Bhat University,"Power BI, Financial Modeling, C++",Thorough placement record making it worth the time.,https://linkedin.com/in/user_9706718,36,,
221BCMB03896,Zashil Dubey,Atharv Bhat,Widisha Ramesh,user3896_atharv92@example.net,5990685516,1994-07-07,Female,110878374791,2021,Master of Technology,Consultant,"Kaur, Subramanian and Dugar",Statistician,Not Applicable,"Financial Modeling, Wet-Lab Techniques, Communication",Good curriculum - highly recommended!,https://linkedin.com/in/user_9267725,32,,
211BTBY03897,Balendra Puri,Advay Bawa,Bhanumati Cherian,user3897_vincentpall@example.com,3659468935,2004-03-25,Female,956002707461,2021,Bachelor of Science,Remote Worker,"Dayal, Golla and Talwar",Maintenance engineer,Not Applicable,"Marketing, Wet-Lab Techniques, Graphic Design",Good infrastructure - highly recommended!,https://linkedin.com/in/user_5810556,22,,
222HSO03898,Vivaan Chowdhury,Zaid Raju,Aadhya Chandran,user3898_siyaben@example.org,2270950611,1997-02-13,Female,376339785289,2024,Bachelor of Arts,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Java, Organic Synthesis, Cybersecurity",Good infrastructure making it worth the time.,https://linkedin.com/in/user_6973214,29,,
232JNOE03899,Prisha Som,Kai Vasa,Vanya Magar,user3899_suraprisha@example.org,3360733140,1993-03-09,Female,743692472332,2021,Bachelor of Dental Surgery,CEO / Executive,Manda-Narayan,CEO / Executive,Not Applicable,"Cloud Computing, Blockchain, Search Engine Optimization",Good learning experience - highly recommended!,https://linkedin.com/in/user_6192499,33,,
212CHBT03900,Baljiwan Bandi,Hritik Mukherjee,Lila Ramesh,user3900_ekaraj66@example.com,5243001168,1999-07-07,Other,843828354691,2019,Bachelor of Arts,Research Scholar,Not Applicable,Student / Scholar,"Johal, Mandal and Lanka University","Organic Synthesis, Machine Learning, Cloud Computing",Great campus life and very supportive staff.,https://linkedin.com/in/user_9885152,27,,
231PM03901,Janani Puri,Peter Parsa,Vrinda Sagar,user3901_tarak07@example.com,1650197340,1997-12-25,Other,917992719415,2013,Bachelor of Architecture,Consultant,Choudhury and Sons,Risk analyst,Not Applicable,"Organic Synthesis, Agile Methodologies, Search Engine Optimization",Fantastic campus life and very supportive staff.,https://linkedin.com/in/user_1690272,29,,
232HPS03902,Pratyush Comar,Warinder Sarin,Riya D’Alia,user3902_hema31@example.com,1664286974,1999-05-07,Other,705262743088,2015,Bachelor of Design,Startup Founder,"Majumdar, Khanna and Varghese",Startup Founder,Not Applicable,"Python, Search Engine Optimization, Organic Synthesis",Incredible faculty support with excellent industry exposure.,https://linkedin.com/in/user_2513564,27,,
222MST03903,Vihaan Nigam,Udarsh Korpal,Vyanjana Chandra,user3903_ethandate@example.com,0568839008,1999-06-02,Male,043265226254,2022,Bachelor of Education,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Data Analysis, Search Engine Optimization, Agile Methodologies",Highly engaging infrastructure and very supportive staff.,https://linkedin.com/in/user_0962615,27,,
231CST03904,Siddharth Barman,Raghav Deo,Omaja Datta,user3904_kevin61@example.org,1446899307,1991-12-05,Male,642762199432,2014,Bachelor of Education,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Tank-Sood University,"Blockchain, Machine Learning, Agile Methodologies",Thorough campus life and very supportive staff.,https://linkedin.com/in/user_2896691,35,,
222VC03905,Ubika Borde,Nathan Shroff,Jeevika Sur,user3905_erao@example.com,9670725061,2001-04-20,Male,783222741677,2025,Master of Technology,Apprenticeship,"Bahl, Purohit and Memon",Computer games developer,Not Applicable,"C++, Search Engine Optimization, Wet-Lab Techniques",Great hands-on training which helped my career immensely.,https://linkedin.com/in/user_2474743,25,,
232BBAB03906,Gagan Kothari,Arjun Sinha,Ucchal Dass,user3906_vanshabatra@example.com,6123977475,1999-11-18,Other,347917869371,2022,Bachelor of Dental Surgery,Employed Part-Time,Manda-Mann,English as a second language teacher,Not Applicable,"Project Management, Digital Marketing, Sales",Decent curriculum - highly recommended!,https://linkedin.com/in/user_8173257,27,,
222BCMB03907,Upkaar Sen,Sarthak Raju,Vamakshi Nigam,user3907_aryansaha@example.net,9153163937,2002-05-04,Male,621707690238,2020,Bachelor of Business Administration,Remote Worker,Vala-Narasimhan,Prison officer,Not Applicable,"Cybersecurity, Quality Assurance, Graphic Design",Outstanding campus life and very supportive staff.,https://linkedin.com/in/user_4074749,24,,
232IFA03908,Rajata Sem,Ishaan Palan,Watika Nigam,user3908_pkant@example.com,8236732458,1998-10-22,Male,567488242531,2021,Bachelor of Technology,Startup Founder,Sarkar-Jani,Startup Founder,Not Applicable,"Java, Machine Learning, Sales",Outstanding learning experience with excellent industry exposure.,https://linkedin.com/in/user_2466475,28,,
231BCAA03909,Janaki Sandhu,Ayaan Majumdar,Lipika Bansal,user3909_charviramachandran@example.net,8450320391,2002-11-28,Female,322100604507,2024,Bachelor of Fine Arts,Internship,Balakrishnan LLC,"Biochemist, clinical",Not Applicable,"Wet-Lab Techniques, Sales, Spectroscopic Analysis",Thorough campus life with excellent industry exposure.,https://linkedin.com/in/user_8370525,24,,
232ECPS03910,Waida Dugar,Ekbal Kalita,Janya Peri,user3910_edhitha00@example.org,5994825729,1998-04-02,Female,182075123604,2014,Bachelor of Computer Applications,Remote Worker,Prabhu PLC,Building surveyor,Not Applicable,"C++, Financial Modeling, Agile Methodologies",Excellent infrastructure with excellent industry exposure.,https://linkedin.com/in/user_2167120,28,,
221SW03911,Alka Ravi,Hritik Bahl,Priya Reddy,user3911_wablejeremiah@example.net,0656046690,1991-11-11,Male,966715254654,2024,Bachelor of Business Administration,Remote Worker,Pal-Dewan,Speech and language therapist,Not Applicable,"Python, Machine Learning, Cybersecurity",Highly engaging academic environment which helped my career immensely.,https://linkedin.com/in/user_3018265,35,,
212JNOE03912,Kabir Sekhon,Pratyush Madan,Vasana Sinha,user3912_vartypavani@example.org,9354235864,1996-11-12,Female,834161801326,2019,Bachelor of Architecture,CEO / Executive,"Ramachandran, Patla and Bhatnagar",CEO / Executive,Not Applicable,"Sales, Project Management, Power BI",Amazing hands-on training with lots of opportunities.,https://linkedin.com/in/user_9170556,30,,
212VC03913,Laban Bhatt,Max Gill,Yauvani Sule,user3913_arjun99@example.org,1847524597,1991-06-16,Other,523660439759,2024,Master of Arts,Apprenticeship,Raju Ltd,Sports coach,Not Applicable,"Blockchain, Java, Marketing",Good research facility but could be more modern.,https://linkedin.com/in/user_6307576,35,,
221ELCS03914,Christopher Nayar,Mohammed Shere,Ishanvi Sarna,user3914_siddharthoak@example.com,3344673031,2004-07-14,Male,136350509425,2017,Master of Computer Applications,Freelancing,Self,Freelancing,Not Applicable,"Graphic Design, Power BI, Spectroscopic Analysis",Good faculty support with lots of opportunities.,https://linkedin.com/in/user_3348257,22,,
231BCADA03915,Chatura Goyal,Tanveer Koshy,Dayamai Gopal,user3915_virajdua@example.com,4154712095,1998-11-16,Male,381156799159,2021,Bachelor of Commerce,Consultant,Rama-Madan,Legal executive,Not Applicable,"Cybersecurity, Python, C++",Excellent academic environment though it was quite rigorous.,https://linkedin.com/in/user_6482203,28,,
232PSCE03916,Janya Mangal,Owen Mohanty,Vrinda Khosla,user3916_chandreshchoudhary@example.com,6667936727,1998-02-04,Male,868846507843,2015,Bachelor of Business Administration,Remote Worker,"Rana, Srinivasan and Kadakia",Editorial assistant,Not Applicable,"Data Analysis, SQL, Search Engine Optimization",Highly engaging faculty support and very supportive staff.,https://linkedin.com/in/user_5113727,28,,
211EPY03917,Samuel Om,Chatura Srinivas,Sachi Oak,user3917_mranganathan@example.org,2081483997,1991-02-22,Female,296252769361,2016,Bachelor of Business Administration,Consultant,"Sunder, Hans and Butala",Statistician,Not Applicable,"Cloud Computing, Project Management, Graphic Design",Excellent hands-on training though it was quite rigorous.,https://linkedin.com/in/user_2927498,35,,
222PM03918,Anay Gole,Jack Tara,Odika Ramesh,user3918_koshywarinder@example.net,6960471545,1999-05-18,Female,855685928255,2020,Bachelor of Computer Applications,CEO / Executive,"Rattan, Murthy and Sami",CEO / Executive,Not Applicable,"Cybersecurity, SQL, Spectroscopic Analysis",Good infrastructure though it was quite rigorous.,https://linkedin.com/in/user_2808667,27,,
212BPS03919,Frederick Mallick,Dominic Cherian,Charita Goswami,user3919_koshyvrinda@example.com,0577911448,1999-07-09,Female,488804028092,2022,Bachelor of Dental Surgery,Employed Part-Time,Arya LLC,Music tutor,Not Applicable,"Communication, Power BI, SQL",Fantastic research facility which helped my career immensely.,https://linkedin.com/in/user_3064950,27,,
232INPP03920,Avni Ravi,Oliver Sarraf,Gaurangi Borah,user3920_vsrinivasan@example.org,1190586819,1993-03-15,Male,145957693246,2025,Bachelor of Architecture,Freelancing,Self,Freelancing,Not Applicable,"Marketing, Spectroscopic Analysis, Blockchain",Great placement record but could be more modern.,https://linkedin.com/in/user_8740281,33,,
211PM03921,Hemal Sabharwal,Gaurang Bhat,Chameli Bhat,user3921_parikhsiddharth@example.net,4233207215,2001-11-01,Other,312745756356,2015,Master of Computer Applications,Employed Full-Time,Bali Inc,Water engineer,Not Applicable,"Machine Learning, Blockchain, Power BI",Highly engaging peer group and a great place to grow.,https://linkedin.com/in/user_1626384,25,,
232ECI03922,Nitara Sharaf,Warinder Banerjee,Jhalak Batta,user3922_rdewan@example.com,8383466464,1994-12-03,Other,293998401199,2022,Bachelor of Social Work,Employed Full-Time,"Baria, Dutt and Dasgupta",Artist,Not Applicable,"Machine Learning, Java, Spectroscopic Analysis",Highly engaging learning experience and a great place to grow.,https://linkedin.com/in/user_8126797,32,,
212BPS03923,Falguni Sachar,Krishna Mani,Chaaya Goel,user3923_nachiket14@example.com,9823821620,1990-03-22,Other,305077805041,2016,Bachelor of Technology,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Date, Sem and Shah University","Sales, Power BI, Wet-Lab Techniques",Amazing peer group overall a wonderful journey.,https://linkedin.com/in/user_0120032,36,,
221JPY03924,Ryan Sen,Abeer Kibe,Mugdha Uppal,user3924_mangatwazir@example.org,5818247775,1992-05-29,Female,669243891798,2014,Bachelor of Computer Applications,Employed Full-Time,Master LLC,Technical brewer,Not Applicable,"Power BI, Spectroscopic Analysis, Search Engine Optimization",Fantastic placement record overall a wonderful journey.,https://linkedin.com/in/user_2867801,34,,
231BBAA03925,David Balakrishnan,Chatresh Mann,Harita Rau,user3925_waliamadhav@example.com,9992371141,1992-04-25,Other,755683256572,2015,Bachelor of Computer Applications,Remote Worker,Lalla-Tailor,Consulting civil engineer,Not Applicable,"Data Analysis, Cloud Computing, Quality Assurance",Thorough hands-on training which helped my career immensely.,https://linkedin.com/in/user_7867627,34,,
211INPP03926,Urvi Varty,Jackson Dani,Vinaya Comar,user3926_theodore48@example.net,3807865928,2001-02-28,Female,451804171415,2013,Master of Arts,Career Break,Not Applicable,Not Applicable,Not Applicable,"C++, Project Management, Agile Methodologies",Highly engaging learning experience making it worth the time.,https://linkedin.com/in/user_3882467,25,,
221BCMB03927,Meghana Wagle,Kai Joshi,Januja Nagi,user3927_khannaagastya@example.net,5223232048,2001-03-10,Male,829424359523,2020,Bachelor of Design,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Python, Java, Blockchain",Highly engaging peer group and a great place to grow.,https://linkedin.com/in/user_2296917,25,,
232INPP03928,Eesha Sandhu,Jonathan Sundaram,Vyanjana Mitra,user3928_jmallick@example.org,5534848427,1994-03-04,Male,060387072928,2023,Bachelor of Architecture,Teaching Assistant,Bhakta LLC,"Engineer, civil (contracting)",Not Applicable,"Financial Modeling, Data Analysis, Sales",Decent infrastructure though it was quite rigorous.,https://linkedin.com/in/user_6867800,32,,
221ECPS03929,Divya Dani,Finn Thaker,Anika Yohannan,user3929_qmitter@example.net,9617926338,2000-12-09,Female,133052982186,2016,Bachelor of Technology,Apprenticeship,"Banerjee, Borah and Sabharwal",Applications developer,Not Applicable,"Machine Learning, Java, C++",Excellent research facility making it worth the time.,https://linkedin.com/in/user_5886366,26,,
222IFA03930,Nandini Hans,Nicholas Sani,Yadavi Deshmukh,user3930_manbirnaidu@example.com,9883388047,1996-09-07,Other,249490949916,2021,Bachelor of Education,Teaching Assistant,Vyas and Sons,"Administrator, charities/voluntary organisations",Not Applicable,"Cloud Computing, Data Analysis, C++",Great faculty support with excellent industry exposure.,https://linkedin.com/in/user_2362530,30,,
222CHBT03931,Bhavani Bahri,Ojas Toor,Odika Hegde,user3931_nathan44@example.net,0669167496,1992-09-19,Female,155048448705,2013,Bachelor of Engineering,Apprenticeship,Kumer and Sons,Arboriculturist,Not Applicable,"Communication, C++, Agile Methodologies",Incredible placement record and a great place to grow.,https://linkedin.com/in/user_9932192,34,,
232JNOE03932,Riya Rajagopalan,Faraj Khalsa,Ekiya Arora,user3932_rajeshri52@example.org,3040478741,1998-10-20,Male,707504925152,2021,Master of Computer Applications,Self-Employed,Self,Self-Employed,Not Applicable,"Cloud Computing, Spectroscopic Analysis, Data Analysis",Great academic environment with lots of opportunities.,https://linkedin.com/in/user_3853336,28,,
231BBASF03933,Dalaja Vaidya,Yuvraj Deshmukh,Ishanvi Chakraborty,user3933_fdate@example.com,7543304012,2002-01-08,Other,290369176742,2021,Master of Computer Applications,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Machine Learning, Java, Python",Good hands-on training making it worth the time.,https://linkedin.com/in/user_7443063,24,,
221BBASF03934,Dhruv Srinivasan,Darsh Krishnamurthy,Vidhi Chokshi,user3934_abeer76@example.com,8056611363,1993-01-26,Other,738291799956,2021,Bachelor of Fine Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Organic Synthesis, Project Management, Spectroscopic Analysis",Fantastic curriculum and a great place to grow.,https://linkedin.com/in/user_0723251,33,,
231JNOE03935,Vasudha Doshi,Praneel Minhas,Sanaya Roy,user3935_yashicathakur@example.net,7956948339,1996-08-22,Female,618521105998,2013,Bachelor of Social Work,Postdoctoral Researcher,Not Applicable,Student / Scholar,Sidhu-Saha University,"Agile Methodologies, Organic Synthesis, Python",Highly engaging hands-on training which helped my career immensely.,https://linkedin.com/in/user_8837758,30,,
211BCOMC03936,Triveni Sodhi,Ayushman Sarma,Yasti Kalla,user3936_nairrishi@example.com,3762196702,1993-01-27,Other,989106719503,2014,Bachelor of Social Work,Apprenticeship,"Ramesh, Mital and Sastry","Restaurant manager, fast food",Not Applicable,"Project Management, Search Engine Optimization, Sales",Fantastic campus life but could be more modern.,https://linkedin.com/in/user_3793854,33,,
231JNOE03937,Advay Basu,Andrew Borde,Warhi Sunder,user3937_cmannan@example.org,7270947014,2003-09-14,Female,083284341400,2015,Bachelor of Fine Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Marketing, Organic Synthesis, Sales",Fantastic curriculum overall a wonderful journey.,https://linkedin.com/in/user_6381206,23,,
212PSCE03938,Pavani Pant,Reyansh Seth,Ekaja Borde,user3938_trivediayushman@example.net,5247395747,1998-07-05,Male,973642235206,2019,Bachelor of Social Work,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Panchal Inc University,"Data Analysis, Quality Assurance, Sales",Incredible academic environment which helped my career immensely.,https://linkedin.com/in/user_1893203,28,,
231ELCS03939,Wakeeta Comar,Falan Choudhary,Radha Prabhakar,user3939_gopal49@example.org,4190236190,1995-01-04,Other,473877262512,2017,Master of Computer Applications,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Digital Marketing, Machine Learning, Organic Synthesis",Incredible curriculum and very supportive staff.,https://linkedin.com/in/user_2803212,31,,
232PM03940,Ekavir Chad,Zehaan Borah,Watika Khosla,user3940_tamannasoman@example.org,4681672548,1999-03-13,Female,770149809031,2020,Master of Business Administration,Teaching Assistant,"Biswas, Dass and Din",Occupational therapist,Not Applicable,"Java, Agile Methodologies, Cloud Computing",Great faculty support with lots of opportunities.,https://linkedin.com/in/user_2525327,27,,
231BCMB03941,Noah Borah,Vedant Magar,Mekhala Iyer,user3941_harrison94@example.org,8923225574,1993-01-18,Other,792482282713,2018,Bachelor of Fine Arts,Employed Part-Time,Tailor-Modi,Politician's assistant,Not Applicable,"Search Engine Optimization, Spectroscopic Analysis, Graphic Design",Decent placement record though it was quite rigorous.,https://linkedin.com/in/user_8806334,33,,
232EPY03942,Arin Rajan,Samarth Kara,Ladli Varughese,user3942_mistryadvaith@example.com,7805739676,2004-01-18,Male,005588894864,2024,Bachelor of Computer Applications,CEO / Executive,Ganguly-Pradhan,CEO / Executive,Not Applicable,"Agile Methodologies, Blockchain, Spectroscopic Analysis",Amazing academic environment with lots of opportunities.,https://linkedin.com/in/user_5456521,22,,
211BZ03943,Anirudh Dara,Vedant Chanda,Sudiksha Kapur,user3943_dugalquincy@example.net,2662486470,1999-02-04,Male,076138776082,2024,Bachelor of Medicine and Bachelor of Surgery,Self-Employed,Self,Self-Employed,Not Applicable,"Organic Synthesis, Wet-Lab Techniques, Data Analysis",Decent curriculum but could be more modern.,https://linkedin.com/in/user_7039113,27,,
212BZ03944,Yochana Natarajan,Siddharth Pandey,Qushi Ramachandran,user3944_wjayaraman@example.com,6317265117,1997-06-25,Male,830323041271,2017,Bachelor of Laws,Internship,Chakraborty LLC,Barrister's clerk,Not Applicable,"SQL, Sales, Machine Learning",Incredible curriculum and a great place to grow.,https://linkedin.com/in/user_9701796,29,,
212BBASF03945,Anirudh Bala,Benjamin Kuruvilla,Isha Prabhu,user3945_wahabraghavan@example.com,4346078597,1999-11-24,Male,564651521425,2021,Bachelor of Science,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Marketing, Communication, Agile Methodologies",Outstanding learning experience with lots of opportunities.,https://linkedin.com/in/user_1361045,27,,
232BBAB03946,Rehaan Dass,Jatin Ganesh,Tanmayi Dutta,user3946_yahvinaidu@example.org,6557316370,1991-12-17,Other,833855921327,2017,Bachelor of Computer Applications,Internship,"Patil, Rout and Butala","Scientist, marine",Not Applicable,"Search Engine Optimization, SQL, Python",Good campus life overall a wonderful journey.,https://linkedin.com/in/user_0462220,35,,
231EPY03947,Girindra Chaudhuri,Warinder Loyal,Indira Dube,user3947_xramesh@example.com,6630442207,1991-01-31,Other,495300631227,2017,Bachelor of Laws,Self-Employed,Self,Self-Employed,Not Applicable,"Machine Learning, Sales, Spectroscopic Analysis",Thorough academic environment though it was quite rigorous.,https://linkedin.com/in/user_7201273,35,,
212SW03948,Jasmit Sandal,Dev Jhaveri,Chavvi Sidhu,user3948_palanomaja@example.com,3912108085,1999-08-07,Male,434937734748,2013,Master of Technology,Research Scholar,Not Applicable,Student / Scholar,"Shroff, Saha and Nigam University","Search Engine Optimization, Power BI, Project Management",Excellent peer group and very supportive staff.,https://linkedin.com/in/user_5495849,27,,
